MSOA21CD,MSOA21NM,year,retail_units,total_rateable_value,total_floor_area,retail_vacancy_proxy,occupation_classification_completeness,occupation_classified_records,station_count,top100_station_count,mean_station_shock,weighted_shock_numerator,baseline_station_volume,study_submarket,workplace_msoa_station_shock,high_affected_group,comparison_label
E02000976,Westminster 017,2024,310.0,17907025.0,51987.71000000001,,,0.0,2,0,0.30127936353329277,12850.423933220754,35955,West End,0.3574029740848492,0,Less-affected comparison
E02000976,Westminster 017,2025,312.0,17252275.0,52449.64,,,0.0,2,0,0.30127936353329277,12850.423933220754,35955,West End,0.3574029740848492,0,Less-affected comparison
E02000977,Westminster 018,2019,2480.0,454637781.0,498867.98000000004,0.0,1.0,16.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected
E02000977,Westminster 018,2023,2681.0,448087071.0,565185.5700000001,0.0,1.0,17.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected
E02000977,Westminster 018,2024,2302.0,383477805.0,464596.74,0.0,1.0,12.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected
E02000977,Westminster 018,2025,2375.0,392821390.0,487931.74,0.0,1.0,12.0,6,6,1.1000504341423325,509041.2821663443,471737,West End,1.0790785589562495,1,Top-100 affected
E02000978,Westminster 019,2019,262.0,29240375.0,41714.67,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected
E02000978,Westminster 019,2023,276.0,25877125.0,43687.65,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected
E02000978,Westminster 019,2024,236.0,20947410.0,34841.82,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected
E02000978,Westminster 019,2025,245.0,22146560.0,36333.659999999996,0.0,1.0,2.0,1,1,0.6672316482261778,8808.124988233772,13201,West End,0.6672316482261778,1,Top-100 affected
E02000979,Westminster 020,2019,470.0,38364275.0,85369.34000000001,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected
E02000979,Westminster 020,2023,507.0,33732725.0,84386.12,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected
E02000979,Westminster 020,2024,426.0,31331625.0,62851.84,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected
E02000979,Westminster 020,2025,429.0,30732900.0,64164.259999999995,0.0,1.0,1.0,3,2,0.8005260735068029,156421.7627445057,192624,West End,0.8120574941051255,1,Top-100 affected
E02000982,Westminster 023,2019,379.0,27082490.0,37323.89,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected
E02000982,Westminster 023,2023,434.0,25931070.0,42553.95,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected
E02000982,Westminster 023,2024,362.0,27370830.0,36444.64,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected
E02000982,Westminster 023,2025,372.0,27397080.0,38476.45,,,0.0,1,1,0.8812788705680517,240287.73429134383,272658,West End,0.8812788705680517,1,Top-100 affected
E02000983,Westminster 024,2019,57.0,1198250.0,4497.2300000000005,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected
E02000983,Westminster 024,2023,57.0,1186600.0,4494.5,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected
E02000983,Westminster 024,2024,54.0,1208100.0,4355.85,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected
E02000983,Westminster 024,2025,56.0,1138100.0,4521.54,,,0.0,1,1,0.8793443582706166,31334.556862615154,35634,West End,0.8793443582706166,1,Top-100 affected
E02006801,Lambeth 036,2019,385.0,34039550.0,61049.79,0.056140350877192984,1.0,285.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected
E02006801,Lambeth 036,2023,425.0,29523575.0,74715.28,0.11188811188811189,1.0,286.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected
E02006801,Lambeth 036,2024,356.0,28929025.0,57397.82,0.06132075471698113,1.0,212.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected
E02006801,Lambeth 036,2025,405.0,32593425.0,65066.26000000001,0.062146892655367235,1.0,177.0,2,1,0.972897728022712,407261.9504155772,292110,Southbank,1.3942074917516594,1,Top-100 affected
E02006802,Southwark 034,2019,97.0,2756664.0,11786.99,0.04395604395604396,1.0,91.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected
E02006802,Southwark 034,2023,121.0,2862714.0,13255.730000000001,0.04597701149425287,1.0,87.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected
E02006802,Southwark 034,2024,105.0,3163100.0,11873.13,0.0,1.0,70.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected
E02006802,Southwark 034,2025,108.0,3192850.0,12468.53,0.0,1.0,70.0,2,1,0.8687412081472626,96390.91020700062,115912,Southbank,0.8315869815636053,1,Top-100 affected
E02006854,Tower Hamlets 033,2019,585.0,55104585.0,86860.45,0.11213235294117647,1.0,544.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected
E02006854,Tower Hamlets 033,2023,672.0,53945335.0,102283.26,0.2028301886792453,1.0,636.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected
E02006854,Tower Hamlets 033,2024,613.0,41762330.0,91347.87,0.1955403087478559,1.0,583.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected
E02006854,Tower Hamlets 033,2025,631.0,43112580.0,95245.18,0.17637271214642264,1.0,601.0,1,1,0.9982937670249769,168422.14143478384,168710,Canary Wharf,0.9982937670249769,1,Top-100 affected
